seq,canonical_rank,u,v,boundary_frame,transaction_type,executor_accepted,outer_clean_transaction_score,pred_expected,pred_q25,pred_median,prob_positive,prob_negative,prob_catastrophic,prob_margin,delta_HOTA,delta_HOTA_norm,ranking_score,rank_start,rank_end,certificate_gate,certificate_pass,lcb_expected,lcb_median,null_p_value,outer_held_out_seq,gate_test_seq
MOT20-03,27,355,403,2122,v_to_u,1,0.623293399572,0.174024065496,-0.013613663428,0.106591749547,0.914417634149,0.11017609284,0.038096968987,0.728047603336,5.5e-05,0.002749999999,0.288603650381,21,40,group_dual_nullp25,0,,,0.5,MOT20-02,MOT20-03
MOT20-03,60,49,82,446,v_to_u,1,0.498970018041,-0.030285894092,0.118144824169,0.083182080895,0.363852676169,0.629937895045,0.061869040498,-0.389823299872,-0.00309,-0.154500000001,-0.014273744073,41,60,group_dual_nullp25,0,,,1.0,MOT20-02,MOT20-03
MOT20-03,64,288,337,1994,v_to_u,1,0.494778856395,0.063631607606,-0.030709397908,0.044787571415,0.443465008351,0.493701420127,0.052044536649,-0.154325485074,-0.000344,-0.017200000001,0.006206200147,61,80,group_dual_nullp25,0,,,1.0,MOT20-02,MOT20-03
MOT20-03,94,131,280,1199,u_to_v,1,0.441819936043,0.146080519137,0.040082993155,0.066966363797,0.908127457801,0.055392088454,0.081120495583,0.69049437818,-0.0001,-0.005,0.239589958342,81,100,group_dual_nullp25,0,,,0.5,MOT20-02,MOT20-03
MOT20-05,24,1413,1421,2924,v_to_u,1,0.673278729372,-0.049128386785,-0.126876816519,-0.131139889549,0.574467506406,0.416194809415,0.01221876876,0.13383515947,0.000321,0.01605,-0.097681099682,21,40,group_dual_nullp25,0,,,1.0,MOT20-02,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,-0.025254998258,-0.111159764295,-0.03177233984,0.607864136917,0.368769889647,0.018371149145,0.20235194898,-2.4e-05,-0.001200000001,0.018815647405,41,60,group_dual_nullp25,0,,,1.0,MOT20-02,MOT20-05
MOT20-05,62,3,494,1013,v_to_u,1,0.572834478124,-0.051844263918,-0.094632359338,0.023446578395,0.480717325607,0.508062317323,0.011359483386,-0.050063958488,-0.002614,-0.1307,0.010930588773,61,80,group_dual_nullp25,0,,,1.0,MOT20-02,MOT20-05
MOT20-05,96,1377,1380,3218,v_to_u,1,0.543461427106,-7.2353125e-05,-0.013449209684,0.039146892513,0.574306050002,0.422326216952,0.009573104408,0.132833624233,-0.002264,-0.1132,0.072355298571,81,100,group_dual_nullp25,0,,,1.0,MOT20-02,MOT20-05
MOT20-01,36,5,46,138,v_to_u,1,0.460923726632,-0.108724602849,-0.489301057191,-0.092619750241,0.550491681592,0.476816669343,0.000972394541,0.071730223167,-0.115133,-1.585171262756,0.060857762882,21,40,pooled_expected_lcb_a25,0,-2.583136771242,-2.444091450207,,MOT20-03,MOT20-01
MOT20-01,60,24,26,272,u_to_v,1,0.371521067865,-0.331590693626,-0.669455771684,-0.234298566696,0.18305959375,0.846043384685,0.0,-0.662983790935,-0.528063,-7.270463659634,-0.696142860298,41,60,pooled_expected_lcb_a25,0,-2.806002862019,-2.585770266663,,MOT20-03,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.162820601583,-0.297030138231,-0.111255527607,0.234440527371,0.751120702562,0.019204453106,-0.555089081403,0.040357,0.555642228128,-0.571371141561,61,80,pooled_expected_lcb_a25,0,-2.637232769976,-2.462727227573,,MOT20-03,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.118768636038,-0.219503406088,-0.017636503068,0.436629937025,0.539174041289,0.014967450483,-0.13247900523,0.040357,0.555642228128,-0.144355868833,81,100,pooled_expected_lcb_a25,0,-2.593180804431,-2.369108203034,,MOT20-03,MOT20-01
MOT20-02,23,289,298,1930,v_to_u,1,0.685475843409,0.198604413175,-0.348993270907,-0.097632094631,0.859361422698,0.144283572563,0.008878430202,0.697320989732,-0.01418,-0.709,0.717181431049,21,40,pooled_expected_lcb_a25,0,-6.629142791757,-7.047332488363,,MOT20-03,MOT20-02
MOT20-02,57,150,169,1223,u_to_v,1,0.604001744946,0.419718397319,-0.547201328541,0.018766602041,0.966182236543,0.045687474624,0.066042552421,0.788409657077,0.040555,2.02775,0.830381496809,41,60,pooled_expected_lcb_a25,0,-6.408028807613,-6.930933791692,,MOT20-03,MOT20-02
MOT20-02,73,312,412,2043,v_to_u,1,0.58208871996,0.140991005678,0.129776623045,0.063570600947,0.886332921487,0.083769371307,0.003242947874,0.796077654433,-0.00954,-0.476999999999,0.810176755001,61,80,pooled_expected_lcb_a25,0,-6.686756199254,-6.886129792786,,MOT20-03,MOT20-02
MOT20-02,91,262,454,2111,v_to_u,1,0.555738299947,0.23430296224,-0.330390891809,-0.133402850809,0.78905317703,0.189316258454,0.047997976984,0.503740964609,0.07349,3.6745,0.527171260833,81,100,pooled_expected_lcb_a25,0,-6.593444242692,-7.083103244541,,MOT20-03,MOT20-02
MOT20-05,28,525,874,1582,v_to_u,1,0.666084815707,-0.173683884485,-0.408085282208,-0.161174892248,0.639048959581,0.351805422529,0.043321277622,0.200600981807,0.005942,0.2971,0.183232593359,21,40,pooled_expected_lcb_a25,0,-1.928646717347,-1.748798400786,,MOT20-03,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,0.008401979934,-0.226225362654,0.012199396814,0.741348635091,0.237795705841,0.058497124376,0.386558680499,-2.4e-05,-0.001200000001,0.387398878492,41,60,pooled_expected_lcb_a25,0,-1.746560852928,-1.575424111724,,MOT20-03,MOT20-05
MOT20-05,76,857,861,1937,u_to_v,1,0.558855929134,0.00345614526,0.01738783291,0.07627088176,0.642985030622,0.376483209301,0.004691758492,0.257118304337,0.0,0.0,0.257463918863,61,80,pooled_expected_lcb_a25,0,-1.751506687602,-1.511352626778,,MOT20-03,MOT20-05
MOT20-05,93,1377,1380,3042,v_to_u,1,0.54505234148,-0.068721235499,-0.101615222992,-0.019898551467,0.590202761551,0.44456289612,0.005948865498,0.133742134435,-0.002264,-0.1132,0.126870010885,81,100,pooled_expected_lcb_a25,0,-1.823684068361,-1.607522060005,,MOT20-03,MOT20-05
MOT20-01,36,5,46,138,v_to_u,1,0.460923726632,-0.108724602849,-0.489301057191,-0.092619750241,0.550491681592,0.476816669343,0.000972394541,0.071730223167,-0.115133,-1.585171262756,0.060857762882,21,40,pooled_expected_lcb_a10,0,-2.583136771242,-2.444091450207,,MOT20-03,MOT20-01
MOT20-01,60,24,26,272,u_to_v,1,0.371521067865,-0.331590693626,-0.669455771684,-0.234298566696,0.18305959375,0.846043384685,0.0,-0.662983790935,-0.528063,-7.270463659634,-0.696142860298,41,60,pooled_expected_lcb_a10,0,-2.806002862019,-2.585770266663,,MOT20-03,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.162820601583,-0.297030138231,-0.111255527607,0.234440527371,0.751120702562,0.019204453106,-0.555089081403,0.040357,0.555642228128,-0.571371141561,61,80,pooled_expected_lcb_a10,0,-2.637232769976,-2.462727227573,,MOT20-03,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.118768636038,-0.219503406088,-0.017636503068,0.436629937025,0.539174041289,0.014967450483,-0.13247900523,0.040357,0.555642228128,-0.144355868833,81,100,pooled_expected_lcb_a10,0,-2.593180804431,-2.369108203034,,MOT20-03,MOT20-01
MOT20-02,23,289,298,1930,v_to_u,1,0.685475843409,0.198604413175,-0.348993270907,-0.097632094631,0.859361422698,0.144283572563,0.008878430202,0.697320989732,-0.01418,-0.709,0.717181431049,21,40,pooled_expected_lcb_a10,0,-6.629142791757,-7.047332488363,,MOT20-03,MOT20-02
MOT20-02,57,150,169,1223,u_to_v,1,0.604001744946,0.419718397319,-0.547201328541,0.018766602041,0.966182236543,0.045687474624,0.066042552421,0.788409657077,0.040555,2.02775,0.830381496809,41,60,pooled_expected_lcb_a10,0,-6.408028807613,-6.930933791692,,MOT20-03,MOT20-02
MOT20-02,73,312,412,2043,v_to_u,1,0.58208871996,0.140991005678,0.129776623045,0.063570600947,0.886332921487,0.083769371307,0.003242947874,0.796077654433,-0.00954,-0.476999999999,0.810176755001,61,80,pooled_expected_lcb_a10,0,-6.686756199254,-6.886129792786,,MOT20-03,MOT20-02
MOT20-02,91,262,454,2111,v_to_u,1,0.555738299947,0.23430296224,-0.330390891809,-0.133402850809,0.78905317703,0.189316258454,0.047997976984,0.503740964609,0.07349,3.6745,0.527171260833,81,100,pooled_expected_lcb_a10,0,-6.593444242692,-7.083103244541,,MOT20-03,MOT20-02
MOT20-05,28,525,874,1582,v_to_u,1,0.666084815707,-0.173683884485,-0.408085282208,-0.161174892248,0.639048959581,0.351805422529,0.043321277622,0.200600981807,0.005942,0.2971,0.183232593359,21,40,pooled_expected_lcb_a10,0,-1.928646717347,-1.748798400786,,MOT20-03,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,0.008401979934,-0.226225362654,0.012199396814,0.741348635091,0.237795705841,0.058497124376,0.386558680499,-2.4e-05,-0.001200000001,0.387398878492,41,60,pooled_expected_lcb_a10,0,-1.746560852928,-1.575424111724,,MOT20-03,MOT20-05
MOT20-05,76,857,861,1937,u_to_v,1,0.558855929134,0.00345614526,0.01738783291,0.07627088176,0.642985030622,0.376483209301,0.004691758492,0.257118304337,0.0,0.0,0.257463918863,61,80,pooled_expected_lcb_a10,0,-1.751506687602,-1.511352626778,,MOT20-03,MOT20-05
MOT20-05,93,1377,1380,3042,v_to_u,1,0.54505234148,-0.068721235499,-0.101615222992,-0.019898551467,0.590202761551,0.44456289612,0.005948865498,0.133742134435,-0.002264,-0.1132,0.126870010885,81,100,pooled_expected_lcb_a10,0,-1.823684068361,-1.607522060005,,MOT20-03,MOT20-05
MOT20-01,36,5,46,138,v_to_u,1,0.460923726632,-0.108724602849,-0.489301057191,-0.092619750241,0.550491681592,0.476816669343,0.000972394541,0.071730223167,-0.115133,-1.585171262756,0.060857762882,21,40,group_expected_lcb_a40,0,-2.583136771242,-2.444091450207,,MOT20-03,MOT20-01
MOT20-01,60,24,26,272,u_to_v,1,0.371521067865,-0.331590693626,-0.669455771684,-0.234298566696,0.18305959375,0.846043384685,0.0,-0.662983790935,-0.528063,-7.270463659634,-0.696142860298,41,60,group_expected_lcb_a40,0,-2.806002862019,-2.585770266663,,MOT20-03,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.162820601583,-0.297030138231,-0.111255527607,0.234440527371,0.751120702562,0.019204453106,-0.555089081403,0.040357,0.555642228128,-0.571371141561,61,80,group_expected_lcb_a40,0,-2.637232769976,-2.462727227573,,MOT20-03,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.118768636038,-0.219503406088,-0.017636503068,0.436629937025,0.539174041289,0.014967450483,-0.13247900523,0.040357,0.555642228128,-0.144355868833,81,100,group_expected_lcb_a40,0,-2.593180804431,-2.369108203034,,MOT20-03,MOT20-01
MOT20-02,23,289,298,1930,v_to_u,1,0.685475843409,0.198604413175,-0.348993270907,-0.097632094631,0.859361422698,0.144283572563,0.008878430202,0.697320989732,-0.01418,-0.709,0.717181431049,21,40,group_expected_lcb_a40,0,-6.629142791757,-7.047332488363,,MOT20-03,MOT20-02
MOT20-02,57,150,169,1223,u_to_v,1,0.604001744946,0.419718397319,-0.547201328541,0.018766602041,0.966182236543,0.045687474624,0.066042552421,0.788409657077,0.040555,2.02775,0.830381496809,41,60,group_expected_lcb_a40,0,-6.408028807613,-6.930933791692,,MOT20-03,MOT20-02
MOT20-02,73,312,412,2043,v_to_u,1,0.58208871996,0.140991005678,0.129776623045,0.063570600947,0.886332921487,0.083769371307,0.003242947874,0.796077654433,-0.00954,-0.476999999999,0.810176755001,61,80,group_expected_lcb_a40,0,-6.686756199254,-6.886129792786,,MOT20-03,MOT20-02
MOT20-02,91,262,454,2111,v_to_u,1,0.555738299947,0.23430296224,-0.330390891809,-0.133402850809,0.78905317703,0.189316258454,0.047997976984,0.503740964609,0.07349,3.6745,0.527171260833,81,100,group_expected_lcb_a40,0,-6.593444242692,-7.083103244541,,MOT20-03,MOT20-02
MOT20-05,28,525,874,1582,v_to_u,1,0.666084815707,-0.173683884485,-0.408085282208,-0.161174892248,0.639048959581,0.351805422529,0.043321277622,0.200600981807,0.005942,0.2971,0.183232593359,21,40,group_expected_lcb_a40,0,-1.928646717347,-1.748798400786,,MOT20-03,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,0.008401979934,-0.226225362654,0.012199396814,0.741348635091,0.237795705841,0.058497124376,0.386558680499,-2.4e-05,-0.001200000001,0.387398878492,41,60,group_expected_lcb_a40,0,-1.746560852928,-1.575424111724,,MOT20-03,MOT20-05
MOT20-05,76,857,861,1937,u_to_v,1,0.558855929134,0.00345614526,0.01738783291,0.07627088176,0.642985030622,0.376483209301,0.004691758492,0.257118304337,0.0,0.0,0.257463918863,61,80,group_expected_lcb_a40,0,-1.751506687602,-1.511352626778,,MOT20-03,MOT20-05
MOT20-05,93,1377,1380,3042,v_to_u,1,0.54505234148,-0.068721235499,-0.101615222992,-0.019898551467,0.590202761551,0.44456289612,0.005948865498,0.133742134435,-0.002264,-0.1132,0.126870010885,81,100,group_expected_lcb_a40,0,-1.823684068361,-1.607522060005,,MOT20-03,MOT20-05
MOT20-01,36,5,46,138,v_to_u,1,0.460923726632,-0.108724602849,-0.489301057191,-0.092619750241,0.550491681592,0.476816669343,0.000972394541,0.071730223167,-0.115133,-1.585171262756,0.060857762882,21,40,group_expected_lcb_a25,0,-2.583136771242,-2.444091450207,,MOT20-03,MOT20-01
MOT20-01,60,24,26,272,u_to_v,1,0.371521067865,-0.331590693626,-0.669455771684,-0.234298566696,0.18305959375,0.846043384685,0.0,-0.662983790935,-0.528063,-7.270463659634,-0.696142860298,41,60,group_expected_lcb_a25,0,-2.806002862019,-2.585770266663,,MOT20-03,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.162820601583,-0.297030138231,-0.111255527607,0.234440527371,0.751120702562,0.019204453106,-0.555089081403,0.040357,0.555642228128,-0.571371141561,61,80,group_expected_lcb_a25,0,-2.637232769976,-2.462727227573,,MOT20-03,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.118768636038,-0.219503406088,-0.017636503068,0.436629937025,0.539174041289,0.014967450483,-0.13247900523,0.040357,0.555642228128,-0.144355868833,81,100,group_expected_lcb_a25,0,-2.593180804431,-2.369108203034,,MOT20-03,MOT20-01
MOT20-02,23,289,298,1930,v_to_u,1,0.685475843409,0.198604413175,-0.348993270907,-0.097632094631,0.859361422698,0.144283572563,0.008878430202,0.697320989732,-0.01418,-0.709,0.717181431049,21,40,group_expected_lcb_a25,0,-6.629142791757,-7.047332488363,,MOT20-03,MOT20-02
MOT20-02,57,150,169,1223,u_to_v,1,0.604001744946,0.419718397319,-0.547201328541,0.018766602041,0.966182236543,0.045687474624,0.066042552421,0.788409657077,0.040555,2.02775,0.830381496809,41,60,group_expected_lcb_a25,0,-6.408028807613,-6.930933791692,,MOT20-03,MOT20-02
MOT20-02,73,312,412,2043,v_to_u,1,0.58208871996,0.140991005678,0.129776623045,0.063570600947,0.886332921487,0.083769371307,0.003242947874,0.796077654433,-0.00954,-0.476999999999,0.810176755001,61,80,group_expected_lcb_a25,0,-6.686756199254,-6.886129792786,,MOT20-03,MOT20-02
MOT20-02,91,262,454,2111,v_to_u,1,0.555738299947,0.23430296224,-0.330390891809,-0.133402850809,0.78905317703,0.189316258454,0.047997976984,0.503740964609,0.07349,3.6745,0.527171260833,81,100,group_expected_lcb_a25,0,-6.593444242692,-7.083103244541,,MOT20-03,MOT20-02
MOT20-05,28,525,874,1582,v_to_u,1,0.666084815707,-0.173683884485,-0.408085282208,-0.161174892248,0.639048959581,0.351805422529,0.043321277622,0.200600981807,0.005942,0.2971,0.183232593359,21,40,group_expected_lcb_a25,0,-1.928646717347,-1.748798400786,,MOT20-03,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,0.008401979934,-0.226225362654,0.012199396814,0.741348635091,0.237795705841,0.058497124376,0.386558680499,-2.4e-05,-0.001200000001,0.387398878492,41,60,group_expected_lcb_a25,0,-1.746560852928,-1.575424111724,,MOT20-03,MOT20-05
MOT20-05,76,857,861,1937,u_to_v,1,0.558855929134,0.00345614526,0.01738783291,0.07627088176,0.642985030622,0.376483209301,0.004691758492,0.257118304337,0.0,0.0,0.257463918863,61,80,group_expected_lcb_a25,0,-1.751506687602,-1.511352626778,,MOT20-03,MOT20-05
MOT20-05,93,1377,1380,3042,v_to_u,1,0.54505234148,-0.068721235499,-0.101615222992,-0.019898551467,0.590202761551,0.44456289612,0.005948865498,0.133742134435,-0.002264,-0.1132,0.126870010885,81,100,group_expected_lcb_a25,0,-1.823684068361,-1.607522060005,,MOT20-03,MOT20-05
MOT20-01,36,5,46,138,v_to_u,1,0.460923726632,-0.108724602849,-0.489301057191,-0.092619750241,0.550491681592,0.476816669343,0.000972394541,0.071730223167,-0.115133,-1.585171262756,0.060857762882,21,40,pooled_median_lcb_a25,0,-2.583136771242,-2.444091450207,,MOT20-03,MOT20-01
MOT20-01,60,24,26,272,u_to_v,1,0.371521067865,-0.331590693626,-0.669455771684,-0.234298566696,0.18305959375,0.846043384685,0.0,-0.662983790935,-0.528063,-7.270463659634,-0.696142860298,41,60,pooled_median_lcb_a25,0,-2.806002862019,-2.585770266663,,MOT20-03,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.162820601583,-0.297030138231,-0.111255527607,0.234440527371,0.751120702562,0.019204453106,-0.555089081403,0.040357,0.555642228128,-0.571371141561,61,80,pooled_median_lcb_a25,0,-2.637232769976,-2.462727227573,,MOT20-03,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.118768636038,-0.219503406088,-0.017636503068,0.436629937025,0.539174041289,0.014967450483,-0.13247900523,0.040357,0.555642228128,-0.144355868833,81,100,pooled_median_lcb_a25,0,-2.593180804431,-2.369108203034,,MOT20-03,MOT20-01
MOT20-02,23,289,298,1930,v_to_u,1,0.685475843409,0.198604413175,-0.348993270907,-0.097632094631,0.859361422698,0.144283572563,0.008878430202,0.697320989732,-0.01418,-0.709,0.717181431049,21,40,pooled_median_lcb_a25,0,-6.629142791757,-7.047332488363,,MOT20-03,MOT20-02
MOT20-02,57,150,169,1223,u_to_v,1,0.604001744946,0.419718397319,-0.547201328541,0.018766602041,0.966182236543,0.045687474624,0.066042552421,0.788409657077,0.040555,2.02775,0.830381496809,41,60,pooled_median_lcb_a25,0,-6.408028807613,-6.930933791692,,MOT20-03,MOT20-02
MOT20-02,73,312,412,2043,v_to_u,1,0.58208871996,0.140991005678,0.129776623045,0.063570600947,0.886332921487,0.083769371307,0.003242947874,0.796077654433,-0.00954,-0.476999999999,0.810176755001,61,80,pooled_median_lcb_a25,0,-6.686756199254,-6.886129792786,,MOT20-03,MOT20-02
MOT20-02,91,262,454,2111,v_to_u,1,0.555738299947,0.23430296224,-0.330390891809,-0.133402850809,0.78905317703,0.189316258454,0.047997976984,0.503740964609,0.07349,3.6745,0.527171260833,81,100,pooled_median_lcb_a25,0,-6.593444242692,-7.083103244541,,MOT20-03,MOT20-02
MOT20-05,28,525,874,1582,v_to_u,1,0.666084815707,-0.173683884485,-0.408085282208,-0.161174892248,0.639048959581,0.351805422529,0.043321277622,0.200600981807,0.005942,0.2971,0.183232593359,21,40,pooled_median_lcb_a25,0,-1.928646717347,-1.748798400786,,MOT20-03,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,0.008401979934,-0.226225362654,0.012199396814,0.741348635091,0.237795705841,0.058497124376,0.386558680499,-2.4e-05,-0.001200000001,0.387398878492,41,60,pooled_median_lcb_a25,0,-1.746560852928,-1.575424111724,,MOT20-03,MOT20-05
MOT20-05,76,857,861,1937,u_to_v,1,0.558855929134,0.00345614526,0.01738783291,0.07627088176,0.642985030622,0.376483209301,0.004691758492,0.257118304337,0.0,0.0,0.257463918863,61,80,pooled_median_lcb_a25,0,-1.751506687602,-1.511352626778,,MOT20-03,MOT20-05
MOT20-05,93,1377,1380,3042,v_to_u,1,0.54505234148,-0.068721235499,-0.101615222992,-0.019898551467,0.590202761551,0.44456289612,0.005948865498,0.133742134435,-0.002264,-0.1132,0.126870010885,81,100,pooled_median_lcb_a25,0,-1.823684068361,-1.607522060005,,MOT20-03,MOT20-05
MOT20-01,36,5,46,138,v_to_u,1,0.460923726632,-0.108724602849,-0.489301057191,-0.092619750241,0.550491681592,0.476816669343,0.000972394541,0.071730223167,-0.115133,-1.585171262756,0.060857762882,21,40,group_median_lcb_a40,0,-2.583136771242,-2.444091450207,,MOT20-03,MOT20-01
MOT20-01,60,24,26,272,u_to_v,1,0.371521067865,-0.331590693626,-0.669455771684,-0.234298566696,0.18305959375,0.846043384685,0.0,-0.662983790935,-0.528063,-7.270463659634,-0.696142860298,41,60,group_median_lcb_a40,0,-2.806002862019,-2.585770266663,,MOT20-03,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.162820601583,-0.297030138231,-0.111255527607,0.234440527371,0.751120702562,0.019204453106,-0.555089081403,0.040357,0.555642228128,-0.571371141561,61,80,group_median_lcb_a40,0,-2.637232769976,-2.462727227573,,MOT20-03,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.118768636038,-0.219503406088,-0.017636503068,0.436629937025,0.539174041289,0.014967450483,-0.13247900523,0.040357,0.555642228128,-0.144355868833,81,100,group_median_lcb_a40,0,-2.593180804431,-2.369108203034,,MOT20-03,MOT20-01
MOT20-02,23,289,298,1930,v_to_u,1,0.685475843409,0.198604413175,-0.348993270907,-0.097632094631,0.859361422698,0.144283572563,0.008878430202,0.697320989732,-0.01418,-0.709,0.717181431049,21,40,group_median_lcb_a40,0,-6.629142791757,-7.047332488363,,MOT20-03,MOT20-02
MOT20-02,57,150,169,1223,u_to_v,1,0.604001744946,0.419718397319,-0.547201328541,0.018766602041,0.966182236543,0.045687474624,0.066042552421,0.788409657077,0.040555,2.02775,0.830381496809,41,60,group_median_lcb_a40,0,-6.408028807613,-6.930933791692,,MOT20-03,MOT20-02
MOT20-02,73,312,412,2043,v_to_u,1,0.58208871996,0.140991005678,0.129776623045,0.063570600947,0.886332921487,0.083769371307,0.003242947874,0.796077654433,-0.00954,-0.476999999999,0.810176755001,61,80,group_median_lcb_a40,0,-6.686756199254,-6.886129792786,,MOT20-03,MOT20-02
MOT20-02,91,262,454,2111,v_to_u,1,0.555738299947,0.23430296224,-0.330390891809,-0.133402850809,0.78905317703,0.189316258454,0.047997976984,0.503740964609,0.07349,3.6745,0.527171260833,81,100,group_median_lcb_a40,0,-6.593444242692,-7.083103244541,,MOT20-03,MOT20-02
MOT20-05,28,525,874,1582,v_to_u,1,0.666084815707,-0.173683884485,-0.408085282208,-0.161174892248,0.639048959581,0.351805422529,0.043321277622,0.200600981807,0.005942,0.2971,0.183232593359,21,40,group_median_lcb_a40,0,-1.928646717347,-1.748798400786,,MOT20-03,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,0.008401979934,-0.226225362654,0.012199396814,0.741348635091,0.237795705841,0.058497124376,0.386558680499,-2.4e-05,-0.001200000001,0.387398878492,41,60,group_median_lcb_a40,0,-1.746560852928,-1.575424111724,,MOT20-03,MOT20-05
MOT20-05,76,857,861,1937,u_to_v,1,0.558855929134,0.00345614526,0.01738783291,0.07627088176,0.642985030622,0.376483209301,0.004691758492,0.257118304337,0.0,0.0,0.257463918863,61,80,group_median_lcb_a40,0,-1.751506687602,-1.511352626778,,MOT20-03,MOT20-05
MOT20-05,93,1377,1380,3042,v_to_u,1,0.54505234148,-0.068721235499,-0.101615222992,-0.019898551467,0.590202761551,0.44456289612,0.005948865498,0.133742134435,-0.002264,-0.1132,0.126870010885,81,100,group_median_lcb_a40,0,-1.823684068361,-1.607522060005,,MOT20-03,MOT20-05
MOT20-01,36,5,46,138,v_to_u,1,0.460923726632,-0.108724602849,-0.489301057191,-0.092619750241,0.550491681592,0.476816669343,0.000972394541,0.071730223167,-0.115133,-1.585171262756,0.060857762882,21,40,pooled_dual_lcb_a25,0,-2.583136771242,-2.444091450207,,MOT20-03,MOT20-01
MOT20-01,60,24,26,272,u_to_v,1,0.371521067865,-0.331590693626,-0.669455771684,-0.234298566696,0.18305959375,0.846043384685,0.0,-0.662983790935,-0.528063,-7.270463659634,-0.696142860298,41,60,pooled_dual_lcb_a25,0,-2.806002862019,-2.585770266663,,MOT20-03,MOT20-01
MOT20-01,74,17,29,181,v_to_u,1,0.319370968902,-0.162820601583,-0.297030138231,-0.111255527607,0.234440527371,0.751120702562,0.019204453106,-0.555089081403,0.040357,0.555642228128,-0.571371141561,61,80,pooled_dual_lcb_a25,0,-2.637232769976,-2.462727227573,,MOT20-03,MOT20-01
MOT20-01,90,17,29,276,v_to_u,1,0.247551671256,-0.118768636038,-0.219503406088,-0.017636503068,0.436629937025,0.539174041289,0.014967450483,-0.13247900523,0.040357,0.555642228128,-0.144355868833,81,100,pooled_dual_lcb_a25,0,-2.593180804431,-2.369108203034,,MOT20-03,MOT20-01
MOT20-02,23,289,298,1930,v_to_u,1,0.685475843409,0.198604413175,-0.348993270907,-0.097632094631,0.859361422698,0.144283572563,0.008878430202,0.697320989732,-0.01418,-0.709,0.717181431049,21,40,pooled_dual_lcb_a25,0,-6.629142791757,-7.047332488363,,MOT20-03,MOT20-02
MOT20-02,57,150,169,1223,u_to_v,1,0.604001744946,0.419718397319,-0.547201328541,0.018766602041,0.966182236543,0.045687474624,0.066042552421,0.788409657077,0.040555,2.02775,0.830381496809,41,60,pooled_dual_lcb_a25,0,-6.408028807613,-6.930933791692,,MOT20-03,MOT20-02
MOT20-02,73,312,412,2043,v_to_u,1,0.58208871996,0.140991005678,0.129776623045,0.063570600947,0.886332921487,0.083769371307,0.003242947874,0.796077654433,-0.00954,-0.476999999999,0.810176755001,61,80,pooled_dual_lcb_a25,0,-6.686756199254,-6.886129792786,,MOT20-03,MOT20-02
MOT20-02,91,262,454,2111,v_to_u,1,0.555738299947,0.23430296224,-0.330390891809,-0.133402850809,0.78905317703,0.189316258454,0.047997976984,0.503740964609,0.07349,3.6745,0.527171260833,81,100,pooled_dual_lcb_a25,0,-6.593444242692,-7.083103244541,,MOT20-03,MOT20-02
MOT20-05,28,525,874,1582,v_to_u,1,0.666084815707,-0.173683884485,-0.408085282208,-0.161174892248,0.639048959581,0.351805422529,0.043321277622,0.200600981807,0.005942,0.2971,0.183232593359,21,40,pooled_dual_lcb_a25,0,-1.928646717347,-1.748798400786,,MOT20-03,MOT20-05
MOT20-05,57,1054,1150,1952,v_to_u,1,0.580302437332,0.008401979934,-0.226225362654,0.012199396814,0.741348635091,0.237795705841,0.058497124376,0.386558680499,-2.4e-05,-0.001200000001,0.387398878492,41,60,pooled_dual_lcb_a25,0,-1.746560852928,-1.575424111724,,MOT20-03,MOT20-05
MOT20-05,76,857,861,1937,u_to_v,1,0.558855929134,0.00345614526,0.01738783291,0.07627088176,0.642985030622,0.376483209301,0.004691758492,0.257118304337,0.0,0.0,0.257463918863,61,80,pooled_dual_lcb_a25,0,-1.751506687602,-1.511352626778,,MOT20-03,MOT20-05
MOT20-05,93,1377,1380,3042,v_to_u,1,0.54505234148,-0.068721235499,-0.101615222992,-0.019898551467,0.590202761551,0.44456289612,0.005948865498,0.133742134435,-0.002264,-0.1132,0.126870010885,81,100,pooled_dual_lcb_a25,0,-1.823684068361,-1.607522060005,,MOT20-03,MOT20-05
