sequence,target_gt_id,local_episode_index,spawn_episode_id,synthetic_tracker_id,first_frame,last_frame,span_frames,observed_frames,events,replacement_events,addition_events
MOT20-05,56,0,1279,13001279,941,941,1,1,1,0,1
MOT20-05,57,0,1280,13001280,204,207,4,4,4,4,0
MOT20-05,58,0,1281,13001281,163,168,6,4,4,4,0
MOT20-05,60,0,1282,13001282,48,48,1,1,1,1,0
MOT20-05,62,0,1283,13001283,1052,1053,2,2,2,2,0
MOT20-05,63,0,1284,13001284,988,1040,53,8,8,2,6
MOT20-05,63,1,1285,13001285,1091,1113,23,7,7,3,4
MOT20-05,63,2,1286,13001286,1158,1171,14,11,11,9,2
MOT20-05,63,3,1287,13001287,1213,1217,5,4,4,0,4
MOT20-05,64,0,1288,13001288,512,512,1,1,1,1,0
MOT20-05,65,0,1289,13001289,621,628,8,5,5,4,1
MOT20-05,67,0,1290,13001290,1169,1189,21,6,6,6,0
MOT20-05,70,0,1291,13001291,859,863,5,4,4,3,1
MOT20-05,70,1,1292,13001292,1059,1078,20,7,7,7,0
MOT20-05,71,0,1293,13001293,419,423,5,4,4,4,0
MOT20-05,71,1,1294,13001294,875,898,24,15,15,5,10
MOT20-05,71,2,1295,13001295,967,978,12,11,11,0,11
MOT20-05,72,0,1296,13001296,775,775,1,1,1,1,0
MOT20-05,75,0,1297,13001297,262,263,2,2,2,2,0
MOT20-05,75,1,1298,13001298,702,708,7,3,3,3,0
MOT20-05,75,2,1299,13001299,819,823,5,5,5,0,5
MOT20-05,75,3,1300,13001300,862,862,1,1,1,1,0
MOT20-05,75,4,1301,13001301,900,916,17,2,2,2,0
MOT20-05,75,5,1302,13001302,955,957,3,2,2,1,1
MOT20-05,76,0,1303,13001303,712,712,1,1,1,1,0
MOT20-05,76,1,1304,13001304,777,792,16,10,10,7,3
MOT20-05,76,2,1305,13001305,846,846,1,1,1,0,1
MOT20-05,76,3,1306,13001306,977,995,19,7,7,6,1
MOT20-05,77,0,1307,13001307,630,658,29,4,4,2,2
MOT20-05,77,1,1308,13001308,992,1000,9,5,5,0,5
MOT20-05,78,0,1309,13001309,728,728,1,1,1,1,0
MOT20-05,78,1,1310,13001310,762,806,45,14,14,3,11
MOT20-05,78,2,1311,13001311,1061,1168,108,32,32,25,7
MOT20-05,79,0,1312,13001312,1058,1058,1,1,1,1,0
MOT20-05,81,0,1313,13001313,86,86,1,1,1,1,0
MOT20-05,81,1,1314,13001314,221,221,1,1,1,1,0
MOT20-05,81,2,1315,13001315,294,299,6,4,4,4,0
MOT20-05,81,3,1316,13001316,330,404,75,25,25,10,15
MOT20-05,81,4,1317,13001317,447,448,2,2,2,2,0
MOT20-05,81,5,1318,13001318,804,806,3,3,3,3,0
MOT20-05,81,6,1319,13001319,890,890,1,1,1,1,0
MOT20-05,81,7,1320,13001320,931,1016,86,32,32,3,29
MOT20-05,83,0,1321,13001321,781,968,188,56,56,47,9
MOT20-05,84,0,1322,13001322,1154,1154,1,1,1,1,0
MOT20-05,85,0,1323,13001323,1113,1137,25,10,10,9,1
MOT20-05,86,0,1324,13001324,423,427,5,3,3,3,0
MOT20-05,86,1,1325,13001325,915,915,1,1,1,0,1
MOT20-05,86,2,1326,13001326,987,1028,42,5,5,3,2
MOT20-05,86,3,1327,13001327,1071,1098,28,10,10,10,0
MOT20-05,86,4,1328,13001328,1145,1220,76,35,35,24,11
MOT20-05,87,0,1329,13001329,820,847,28,11,11,3,8
MOT20-05,87,1,1330,13001330,964,1041,78,25,25,23,2
MOT20-05,88,0,1331,13001331,466,479,14,2,2,2,0
MOT20-05,88,1,1332,13001332,662,774,113,28,28,2,26
MOT20-05,88,2,1333,13001333,817,936,120,38,38,7,31
MOT20-05,88,3,1334,13001334,1046,1049,4,4,4,4,0
MOT20-05,89,0,1335,13001335,847,996,150,37,37,35,2
MOT20-05,90,0,1336,13001336,1020,1085,66,20,20,13,7
MOT20-05,91,0,1337,13001337,626,850,225,54,54,18,36
MOT20-05,91,1,1338,13001338,884,1054,171,55,55,26,29
MOT20-05,92,0,1339,13001339,563,578,16,3,3,3,0
MOT20-05,92,1,1340,13001340,679,695,17,5,5,5,0
MOT20-05,95,0,1341,13001341,561,575,15,3,3,3,0
MOT20-05,96,0,1342,13001342,654,654,1,1,1,1,0
MOT20-05,99,0,1343,13001343,794,794,1,1,1,1,0
MOT20-05,100,0,1344,13001344,599,599,1,1,1,1,0
MOT20-05,101,0,1345,13001345,664,664,1,1,1,1,0
MOT20-05,102,0,1346,13001346,633,634,2,2,2,1,1
MOT20-05,103,0,1347,13001347,601,602,2,2,2,1,1
MOT20-05,103,1,1348,13001348,805,809,5,3,3,3,0
MOT20-05,105,0,1349,13001349,555,558,4,2,2,2,0
MOT20-05,110,0,1350,13001350,386,441,56,19,19,8,11
MOT20-05,112,0,1351,13001351,736,737,2,2,2,2,0
MOT20-05,113,0,1352,13001352,438,441,4,2,2,1,1
MOT20-05,114,0,1353,13001353,352,354,3,2,2,2,0
MOT20-05,115,0,1354,13001354,464,464,1,1,1,1,0
MOT20-05,115,1,1355,13001355,722,722,1,1,1,1,0
MOT20-05,117,0,1356,13001356,509,509,1,1,1,1,0
MOT20-05,119,0,1357,13001357,150,150,1,1,1,1,0
MOT20-05,120,0,1358,13001358,297,297,1,1,1,1,0
MOT20-05,120,1,1359,13001359,692,699,8,2,2,2,0
MOT20-05,122,0,1360,13001360,910,921,12,8,8,7,1
MOT20-05,124,0,1361,13001361,136,150,15,5,5,3,2
MOT20-05,124,1,1362,13001362,431,431,1,1,1,1,0
MOT20-05,124,2,1363,13001363,723,723,1,1,1,0,1
MOT20-05,125,0,1364,13001364,664,687,24,5,5,1,4
MOT20-05,126,0,1365,13001365,693,699,7,5,5,3,2
MOT20-05,131,0,1366,13001366,126,126,1,1,1,1,0
MOT20-05,132,0,1367,13001367,313,512,200,53,53,25,28
MOT20-05,132,1,1368,13001368,571,585,15,4,4,4,0
MOT20-05,134,0,1369,13001369,28,28,1,1,1,0,1
MOT20-05,135,0,1370,13001370,29,96,68,12,12,5,7
MOT20-05,142,0,1371,13001371,888,918,31,10,10,10,0
MOT20-05,143,0,1372,13001372,719,741,23,2,2,2,0
MOT20-05,143,1,1373,13001373,861,864,4,3,3,3,0
MOT20-05,145,0,1374,13001374,110,118,9,3,3,3,0
MOT20-05,145,1,1375,13001375,199,289,91,21,21,21,0
MOT20-05,145,2,1376,13001376,332,332,1,1,1,1,0
MOT20-05,145,3,1377,13001377,825,837,13,8,8,5,3
MOT20-05,146,0,1378,13001378,128,132,5,4,4,4,0
MOT20-05,146,1,1379,13001379,465,466,2,2,2,2,0
MOT20-05,146,2,1380,13001380,721,721,1,1,1,0,1
MOT20-05,146,3,1381,13001381,757,760,4,3,3,3,0
MOT20-05,148,0,1382,13001382,526,528,3,3,3,3,0
MOT20-05,149,0,1383,13001383,318,324,7,5,5,5,0
MOT20-05,156,0,1384,13001384,787,787,1,1,1,1,0
MOT20-05,157,0,1385,13001385,288,288,1,1,1,1,0
MOT20-05,159,0,1386,13001386,443,445,3,2,2,2,0
MOT20-05,159,1,1387,13001387,788,812,25,16,16,9,7
MOT20-05,160,0,1388,13001388,494,494,1,1,1,1,0
MOT20-05,163,0,1389,13001389,159,165,7,5,5,5,0
MOT20-05,163,1,1390,13001390,650,713,64,30,30,30,0
MOT20-05,164,0,1391,13001391,350,350,1,1,1,1,0
MOT20-05,164,1,1392,13001392,487,523,37,13,13,8,5
MOT20-05,164,2,1393,13001393,657,657,1,1,1,1,0
MOT20-05,164,3,1394,13001394,735,735,1,1,1,0,1
MOT20-05,165,0,1395,13001395,641,641,1,1,1,0,1
MOT20-05,165,1,1396,13001396,686,706,21,5,5,0,5
MOT20-05,165,2,1397,13001397,739,747,9,4,4,0,4
MOT20-05,165,3,1398,13001398,795,819,25,5,5,0,5
MOT20-05,166,0,1399,13001399,540,546,7,5,5,5,0
MOT20-05,167,0,1400,13001400,89,89,1,1,1,1,0
MOT20-05,167,1,1401,13001401,596,613,18,4,4,4,0
MOT20-05,168,0,1402,13001402,606,608,3,2,2,1,1
MOT20-05,169,0,1403,13001403,111,226,116,28,28,15,13
MOT20-05,169,1,1404,13001404,335,404,70,16,16,6,10
MOT20-05,169,2,1405,13001405,608,651,44,23,23,0,23
MOT20-05,170,0,1406,13001406,289,304,16,7,7,7,0
MOT20-05,170,1,1407,13001407,411,420,10,3,3,2,1
MOT20-05,170,2,1408,13001408,487,533,47,12,12,3,9
MOT20-05,170,3,1409,13001409,636,762,127,29,29,18,11
MOT20-05,171,0,1410,13001410,468,468,1,1,1,0,1
MOT20-05,171,1,1411,13001411,617,620,4,3,3,0,3
MOT20-05,171,2,1412,13001412,660,701,42,9,9,5,4
MOT20-05,172,0,1413,13001413,550,558,9,4,4,4,0
MOT20-05,172,1,1414,13001414,651,654,4,4,4,2,2
MOT20-05,172,2,1415,13001415,701,716,16,7,7,3,4
MOT20-05,173,0,1416,13001416,468,468,1,1,1,0,1
MOT20-05,173,1,1417,13001417,508,580,73,19,19,8,11
MOT20-05,173,2,1418,13001418,655,865,211,76,76,33,43
MOT20-05,174,0,1419,13001419,110,117,8,3,3,3,0
MOT20-05,174,1,1420,13001420,669,674,6,5,5,2,3
MOT20-05,176,0,1421,13001421,420,452,33,6,6,1,5
MOT20-05,176,1,1422,13001422,792,793,2,2,2,0,2
MOT20-05,176,2,1423,13001423,830,893,64,9,9,2,7
MOT20-05,181,0,1424,13001424,540,559,20,3,3,2,1
MOT20-05,182,0,1425,13001425,100,100,1,1,1,1,0
MOT20-05,183,0,1426,13001426,515,515,1,1,1,0,1
MOT20-05,185,0,1427,13001427,162,163,2,2,2,2,0
MOT20-05,186,0,1428,13001428,236,236,1,1,1,1,0
MOT20-05,187,0,1429,13001429,286,290,5,5,5,5,0
MOT20-05,190,0,1430,13001430,39,39,1,1,1,1,0
MOT20-05,192,0,1431,13001431,436,465,30,10,10,9,1
MOT20-05,193,0,1432,13001432,357,357,1,1,1,1,0
MOT20-05,194,0,1433,13001433,402,420,19,7,7,3,4
MOT20-05,195,0,1434,13001434,439,454,16,11,11,7,4
MOT20-05,197,0,1435,13001435,310,310,1,1,1,1,0
MOT20-05,197,1,1436,13001436,404,408,5,4,4,4,0
MOT20-05,199,0,1437,13001437,36,40,5,3,3,3,0
MOT20-05,203,0,1438,13001438,148,148,1,1,1,1,0
MOT20-05,205,0,1439,13001439,188,188,1,1,1,1,0
MOT20-05,207,0,1440,13001440,347,347,1,1,1,1,0
MOT20-05,207,1,1441,13001441,426,426,1,1,1,1,0
MOT20-05,208,0,1442,13001442,350,351,2,2,2,2,0
MOT20-05,209,0,1443,13001443,290,293,4,4,4,4,0
MOT20-05,210,0,1444,13001444,257,257,1,1,1,1,0
MOT20-05,213,0,1445,13001445,265,267,3,2,2,2,0
MOT20-05,214,0,1446,13001446,121,121,1,1,1,1,0
MOT20-05,215,0,1447,13001447,103,108,6,2,2,2,0
MOT20-05,215,1,1448,13001448,181,221,41,12,12,4,8
MOT20-05,216,0,1449,13001449,90,101,12,5,5,5,0
MOT20-05,217,0,1450,13001450,58,58,1,1,1,1,0
MOT20-05,220,0,1451,13001451,82,83,2,2,2,2,0
MOT20-05,220,1,1452,13001452,129,230,102,42,42,34,8
MOT20-05,221,0,1453,13001453,134,135,2,2,2,2,0
MOT20-05,222,0,1454,13001454,25,48,24,5,5,3,2
MOT20-05,222,1,1455,13001455,442,445,4,3,3,3,0
MOT20-05,223,0,1456,13001456,354,448,95,38,38,25,13
MOT20-05,224,0,1457,13001457,2,56,55,16,16,15,1
MOT20-05,224,1,1458,13001458,223,223,1,1,1,1,0
MOT20-05,224,2,1459,13001459,274,275,2,2,2,2,0
MOT20-05,224,3,1460,13001460,346,346,1,1,1,1,0
MOT20-05,224,4,1461,13001461,414,447,34,6,6,1,5
MOT20-05,225,0,1462,13001462,522,522,1,1,1,0,1
MOT20-05,227,0,1463,13001463,1,2,2,2,2,2,0
MOT20-05,227,1,1464,13001464,425,454,30,12,12,8,4
MOT20-05,228,0,1465,13001465,480,482,3,2,2,0,2
MOT20-05,231,0,1466,13001466,129,129,1,1,1,1,0
MOT20-05,231,1,1467,13001467,160,160,1,1,1,0,1
MOT20-05,232,0,1468,13001468,467,508,42,23,23,8,15
MOT20-05,233,0,1469,13001469,376,376,1,1,1,0,1
MOT20-05,233,1,1470,13001470,441,467,27,5,5,2,3
MOT20-05,233,2,1471,13001471,501,513,13,6,6,5,1
MOT20-05,234,0,1472,13001472,475,520,46,6,6,3,3
MOT20-05,235,0,1473,13001473,92,95,4,3,3,0,3
MOT20-05,235,1,1474,13001474,434,435,2,2,2,2,0
MOT20-05,237,0,1475,13001475,5,5,1,1,1,1,0
MOT20-05,237,1,1476,13001476,444,444,1,1,1,1,0
MOT20-05,241,0,1477,13001477,240,240,1,1,1,1,0
MOT20-05,243,0,1478,13001478,120,155,36,7,7,2,5
MOT20-05,246,0,1479,13001479,418,418,1,1,1,0,1
MOT20-05,247,0,1480,13001480,346,403,58,13,13,12,1
MOT20-05,253,0,1481,13001481,424,425,2,2,2,2,0
MOT20-05,254,0,1482,13001482,447,447,1,1,1,1,0
MOT20-05,255,0,1483,13001483,469,473,5,3,3,3,0
MOT20-05,256,0,1484,13001484,477,482,6,3,3,3,0
MOT20-05,256,1,1485,13001485,528,528,1,1,1,1,0
MOT20-05,259,0,1486,13001486,605,615,11,3,3,0,3
MOT20-05,260,0,1487,13001487,81,82,2,2,2,0,2
MOT20-05,260,1,1488,13001488,154,155,2,2,2,2,0
MOT20-05,261,0,1489,13001489,106,128,23,4,4,4,0
MOT20-05,261,1,1490,13001490,490,520,31,11,11,0,11
MOT20-05,262,0,1491,13001491,557,589,33,10,10,7,3
MOT20-05,263,0,1492,13001492,319,320,2,2,2,2,0
MOT20-05,264,0,1493,13001493,316,319,4,2,2,2,0
MOT20-05,267,0,1494,13001494,13,24,12,7,7,6,1
MOT20-05,283,0,1495,13001495,1,136,136,51,51,32,19
MOT20-05,294,0,1496,13001496,119,133,15,5,5,0,5
MOT20-05,297,0,1497,13001497,46,57,12,6,6,0,6
MOT20-05,308,0,1498,13001498,28,28,1,1,1,1,0
MOT20-05,317,0,1499,13001499,30,30,1,1,1,1,0
MOT20-05,321,0,1500,13001500,12,17,6,2,2,2,0
MOT20-05,332,0,1501,13001501,67,67,1,1,1,0,1
MOT20-05,334,0,1502,13001502,147,147,1,1,1,1,0
MOT20-05,340,0,1503,13001503,58,64,7,5,5,5,0
MOT20-05,342,0,1504,13001504,88,90,3,2,2,2,0
MOT20-05,342,1,1505,13001505,146,187,42,8,8,8,0
MOT20-05,343,0,1506,13001506,44,44,1,1,1,1,0
MOT20-05,349,0,1507,13001507,1,11,11,4,4,4,0
MOT20-05,365,0,1508,13001508,2,14,13,5,5,5,0
MOT20-05,373,0,1509,13001509,1,4,4,2,2,2,0
MOT20-05,376,0,1510,13001510,32,32,1,1,1,1,0
MOT20-05,376,1,1511,13001511,82,88,7,3,3,2,1
MOT20-05,379,0,1512,13001512,54,85,32,15,15,15,0
MOT20-05,381,0,1513,13001513,136,136,1,1,1,1,0
MOT20-05,383,0,1514,13001514,40,43,4,3,3,3,0
MOT20-05,385,0,1515,13001515,2366,2376,11,4,4,4,0
MOT20-05,386,0,1516,13001516,2338,2356,19,7,7,7,0
MOT20-05,387,0,1517,13001517,2260,2264,5,2,2,2,0
MOT20-05,390,0,1518,13001518,2079,2102,24,6,6,6,0
MOT20-05,390,1,1519,13001519,2506,2506,1,1,1,1,0
MOT20-05,391,0,1520,13001520,2005,2012,8,2,2,2,0
MOT20-05,392,0,1521,13001521,2053,2054,2,2,2,2,0
MOT20-05,394,0,1522,13001522,2131,2132,2,2,2,2,0
MOT20-05,395,0,1523,13001523,2312,2312,1,1,1,1,0
MOT20-05,397,0,1524,13001524,2460,2467,8,5,5,5,0
MOT20-05,398,0,1525,13001525,2477,2479,3,3,3,3,0
MOT20-05,398,1,1526,13001526,2679,2699,21,6,6,6,0
MOT20-05,399,0,1527,13001527,2610,2630,21,3,3,3,0
MOT20-05,401,0,1528,13001528,2281,2281,1,1,1,1,0
MOT20-05,403,0,1529,13001529,1754,1758,5,2,2,1,1
MOT20-05,403,1,1530,13001530,1812,1837,26,6,6,0,6
MOT20-05,403,2,1531,13001531,2322,2322,1,1,1,1,0
MOT20-05,404,0,1532,13001532,2316,2318,3,3,3,3,0
MOT20-05,405,0,1533,13001533,2326,2326,1,1,1,1,0
MOT20-05,406,0,1534,13001534,2229,2232,4,3,3,2,1
MOT20-05,407,0,1535,13001535,2308,2308,1,1,1,1,0
MOT20-05,408,0,1536,13001536,2408,2425,18,5,5,5,0
MOT20-05,409,0,1537,13001537,2125,2126,2,2,2,2,0
MOT20-05,410,0,1538,13001538,2081,2081,1,1,1,1,0
MOT20-05,410,1,1539,13001539,2250,2250,1,1,1,1,0
MOT20-05,410,2,1540,13001540,2336,2336,1,1,1,1,0
MOT20-05,410,3,1541,13001541,2452,2462,11,5,5,5,0
MOT20-05,413,0,1542,13001542,2220,2223,4,2,2,2,0
MOT20-05,413,1,1543,13001543,2651,2651,1,1,1,0,1
MOT20-05,414,0,1544,13001544,2246,2249,4,3,3,3,0
MOT20-05,415,0,1545,13001545,1616,1616,1,1,1,0,1
MOT20-05,415,1,1546,13001546,1791,1791,1,1,1,1,0
MOT20-05,415,2,1547,13001547,2582,2626,45,14,14,14,0
MOT20-05,415,3,1548,13001548,2678,2678,1,1,1,1,0
MOT20-05,416,0,1549,13001549,2159,2160,2,2,2,2,0
MOT20-05,418,0,1550,13001550,2088,2088,1,1,1,1,0
MOT20-05,420,0,1551,13001551,2559,2628,70,30,30,30,0
MOT20-05,420,1,1552,13001552,2681,2681,1,1,1,1,0
MOT20-05,421,0,1553,13001553,2387,2401,15,10,10,2,8
MOT20-05,421,1,1554,13001554,2542,2573,32,8,8,8,0
MOT20-05,422,0,1555,13001555,1828,1829,2,2,2,2,0
MOT20-05,423,0,1556,13001556,2594,2598,5,3,3,3,0
MOT20-05,424,0,1557,13001557,1523,1529,7,7,7,7,0
MOT20-05,424,1,1558,13001558,1572,1578,7,7,7,2,5
MOT20-05,424,2,1559,13001559,2197,2232,36,12,12,8,4
MOT20-05,424,3,1560,13001560,2552,2552,1,1,1,1,0
MOT20-05,425,0,1561,13001561,1732,1737,6,5,5,4,1
MOT20-05,425,1,1562,13001562,2203,2217,15,3,3,3,0
MOT20-05,425,2,1563,13001563,2574,2585,12,3,3,3,0
MOT20-05,426,0,1564,13001564,1241,1251,11,5,5,5,0
MOT20-05,426,1,1565,13001565,1301,1301,1,1,1,1,0
MOT20-05,426,2,1566,13001566,1339,1381,43,5,5,5,0
MOT20-05,426,3,1567,13001567,2047,2050,4,2,2,1,1
MOT20-05,427,0,1568,13001568,1313,1314,2,2,2,0,2
MOT20-05,428,0,1569,13001569,1864,1868,5,3,3,3,0
MOT20-05,429,0,1570,13001570,1946,1976,31,7,7,5,2
MOT20-05,429,1,1571,13001571,2036,2042,7,3,3,3,0
MOT20-05,430,0,1572,13001572,1858,1859,2,2,2,2,0
MOT20-05,430,1,1573,13001573,1964,1964,1,1,1,0,1
MOT20-05,430,2,1574,13001574,2046,2070,25,6,6,1,5
MOT20-05,431,0,1575,13001575,2416,2416,1,1,1,1,0
MOT20-05,432,0,1576,13001576,1872,1872,1,1,1,1,0
MOT20-05,433,0,1577,13001577,2552,2569,18,7,7,6,1
MOT20-05,435,0,1578,13001578,1435,1445,11,7,7,7,0
MOT20-05,436,0,1579,13001579,1366,1374,9,2,2,2,0
MOT20-05,436,1,1580,13001580,2664,2712,49,22,22,21,1
MOT20-05,437,0,1581,13001581,1389,1389,1,1,1,1,0
MOT20-05,438,0,1582,13001582,2097,2098,2,2,2,2,0
MOT20-05,439,0,1583,13001583,2008,2017,10,3,3,3,0
MOT20-05,440,0,1584,13001584,2532,2537,6,6,6,0,6
MOT20-05,442,0,1585,13001585,1802,1807,6,3,3,3,0
MOT20-05,442,1,1586,13001586,2638,2674,37,15,15,13,2
MOT20-05,443,0,1587,13001587,1815,1816,2,2,2,2,0
MOT20-05,443,1,1588,13001588,1861,1882,22,11,11,8,3
MOT20-05,444,0,1589,13001589,2248,2248,1,1,1,1,0
MOT20-05,444,1,1590,13001590,2489,2500,12,4,4,3,1
MOT20-05,445,0,1591,13001591,1948,1948,1,1,1,1,0
MOT20-05,446,0,1592,13001592,2204,2207,4,4,4,4,0
MOT20-05,446,1,1593,13001593,2427,2427,1,1,1,0,1
MOT20-05,446,2,1594,13001594,2538,2540,3,3,3,0,3
MOT20-05,448,0,1595,13001595,1945,1945,1,1,1,1,0
MOT20-05,448,1,1596,13001596,2478,2535,58,21,21,8,13
MOT20-05,449,0,1597,13001597,1936,1938,3,2,2,2,0
MOT20-05,449,1,1598,13001598,2468,2524,57,12,12,4,8
MOT20-05,450,0,1599,13001599,1695,1695,1,1,1,1,0
MOT20-05,450,1,1600,13001600,2481,2494,14,10,10,9,1
MOT20-05,451,0,1601,13001601,1711,1712,2,2,2,2,0
MOT20-05,452,0,1602,13001602,2129,2134,6,3,3,1,2
MOT20-05,452,1,1603,13001603,2271,2288,18,3,3,1,2
MOT20-05,453,0,1604,13001604,1663,1663,1,1,1,1,0
MOT20-05,456,0,1605,13001605,2159,2159,1,1,1,1,0
MOT20-05,457,0,1606,13001606,1946,1946,1,1,1,1,0
MOT20-05,459,0,1607,13001607,2017,2017,1,1,1,1,0
MOT20-05,460,0,1608,13001608,2654,2717,64,36,36,11,25
MOT20-05,462,0,1609,13001609,2711,2719,9,4,4,1,3
MOT20-05,463,0,1610,13001610,2218,2224,7,5,5,5,0
MOT20-05,464,0,1611,13001611,1888,1888,1,1,1,1,0
MOT20-05,464,1,1612,13001612,2242,2242,1,1,1,1,0
MOT20-05,465,0,1613,13001613,1790,1792,3,2,2,2,0
MOT20-05,466,0,1614,13001614,2027,2040,14,9,9,2,7
MOT20-05,466,1,1615,13001615,2137,2144,8,3,3,3,0
MOT20-05,467,0,1616,13001616,1952,1952,1,1,1,0,1
MOT20-05,467,1,1617,13001617,2000,2052,53,13,13,11,2
MOT20-05,467,2,1618,13001618,2101,2143,43,3,3,2,1
MOT20-05,468,0,1619,13001619,1616,1619,4,2,2,1,1
MOT20-05,469,0,1620,13001620,1752,1758,7,5,5,5,0
MOT20-05,469,1,1621,13001621,2214,2304,91,22,22,19,3
MOT20-05,470,0,1622,13001622,1569,1572,4,4,4,4,0
MOT20-05,472,0,1623,13001623,2166,2166,1,1,1,1,0
MOT20-05,473,0,1624,13001624,1620,1621,2,2,2,2,0
MOT20-05,473,1,1625,13001625,1802,1805,4,2,2,1,1
MOT20-05,475,0,1626,13001626,1323,1331,9,4,4,4,0
MOT20-05,476,0,1627,13001627,2101,2134,34,14,14,13,1
MOT20-05,478,0,1628,13001628,1852,1927,76,27,27,23,4
MOT20-05,478,1,1629,13001629,2000,2000,1,1,1,0,1
MOT20-05,480,0,1630,13001630,2198,2208,11,3,3,2,1
MOT20-05,481,0,1631,13001631,1853,1853,1,1,1,1,0
MOT20-05,481,1,1632,13001632,2234,2239,6,4,4,0,4
MOT20-05,482,0,1633,13001633,1884,1891,8,6,6,6,0
MOT20-05,484,0,1634,13001634,1842,1842,1,1,1,1,0
MOT20-05,485,0,1635,13001635,1733,1734,2,2,2,2,0
MOT20-05,488,0,1636,13001636,1630,1632,3,2,2,2,0
MOT20-05,489,0,1637,13001637,1628,1628,1,1,1,1,0
MOT20-05,489,1,1638,13001638,1769,1796,28,7,7,7,0
MOT20-05,489,2,1639,13001639,1951,1956,6,5,5,5,0
MOT20-05,492,0,1640,13001640,2101,2223,123,37,37,27,10
MOT20-05,493,0,1641,13001641,1898,1899,2,2,2,2,0
MOT20-05,496,0,1642,13001642,1842,1848,7,4,4,4,0
MOT20-05,496,1,1643,13001643,2017,2035,19,8,8,5,3
MOT20-05,496,2,1644,13001644,2199,2199,1,1,1,1,0
MOT20-05,497,0,1645,13001645,1908,1908,1,1,1,1,0
MOT20-05,499,0,1646,13001646,1990,1995,6,3,3,3,0
MOT20-05,500,0,1647,13001647,2087,2096,10,5,5,5,0
MOT20-05,500,1,1648,13001648,2261,2297,37,15,15,15,0
MOT20-05,504,0,1649,13001649,2079,2080,2,2,2,2,0
MOT20-05,505,0,1650,13001650,2235,2261,27,4,4,3,1
MOT20-05,506,0,1651,13001651,2242,2242,1,1,1,0,1
MOT20-05,506,1,1652,13001652,2286,2287,2,2,2,2,0
MOT20-05,507,0,1653,13001653,1518,1532,15,6,6,6,0
MOT20-05,508,0,1654,13001654,1510,1510,1,1,1,1,0
MOT20-05,508,1,1655,13001655,1599,1654,56,11,11,9,2
MOT20-05,509,0,1656,13001656,1574,1577,4,2,2,2,0
MOT20-05,509,1,1657,13001657,1976,2006,31,2,2,1,1
MOT20-05,510,0,1658,13001658,2209,2224,16,4,4,0,4
MOT20-05,512,0,1659,13001659,893,896,4,3,3,2,1
MOT20-05,512,1,1660,13001660,1206,1206,1,1,1,1,0
MOT20-05,513,0,1661,13001661,1282,1282,1,1,1,0,1
MOT20-05,513,1,1662,13001662,2399,2407,9,5,5,5,0
MOT20-05,514,0,1663,13001663,1783,1783,1,1,1,1,0
MOT20-05,515,0,1664,13001664,2272,2272,1,1,1,1,0
MOT20-05,516,0,1665,13001665,2293,2293,1,1,1,1,0
MOT20-05,517,0,1666,13001666,2320,2323,4,2,2,2,0
MOT20-05,519,0,1667,13001667,1925,1926,2,2,2,2,0
MOT20-05,520,0,1668,13001668,2358,2362,5,4,4,4,0
MOT20-05,521,0,1669,13001669,2274,2274,1,1,1,1,0
MOT20-05,521,1,1670,13001670,2354,2359,6,3,3,2,1
MOT20-05,522,0,1671,13001671,1942,1947,6,3,3,1,2
MOT20-05,522,1,1672,13001672,2265,2282,18,3,3,1,2
MOT20-05,523,0,1673,13001673,1832,1833,2,2,2,2,0
MOT20-05,523,1,1674,13001674,2156,2156,1,1,1,0,1
MOT20-05,524,0,1675,13001675,1808,1808,1,1,1,0,1
MOT20-05,524,1,1676,13001676,2308,2308,1,1,1,0,1
MOT20-05,525,0,1677,13001677,2043,2046,4,4,4,4,0
MOT20-05,527,0,1678,13001678,2343,2369,27,7,7,6,1
MOT20-05,528,0,1679,13001679,2163,2171,9,2,2,1,1
MOT20-05,529,0,1680,13001680,2228,2233,6,4,4,4,0
MOT20-05,530,0,1681,13001681,2340,2346,7,4,4,2,2
MOT20-05,531,0,1682,13001682,2113,2113,1,1,1,1,0
MOT20-05,532,0,1683,13001683,2265,2296,32,5,5,2,3
MOT20-05,532,1,1684,13001684,2330,2330,1,1,1,1,0
MOT20-05,533,0,1685,13001685,2144,2149,6,4,4,4,0
MOT20-05,533,1,1686,13001686,2316,2318,3,2,2,2,0
MOT20-05,535,0,1687,13001687,1795,1796,2,2,2,2,0
MOT20-05,535,1,1688,13001688,1986,1986,1,1,1,0,1
MOT20-05,535,2,1689,13001689,2155,2155,1,1,1,1,0
MOT20-05,537,0,1690,13001690,2421,2421,1,1,1,0,1
MOT20-05,538,0,1691,13001691,2409,2421,13,9,9,8,1
MOT20-05,539,0,1692,13001692,1908,1914,7,3,3,0,3
MOT20-05,539,1,1693,13001693,1951,1961,11,2,2,2,0
MOT20-05,539,2,1694,13001694,1999,2002,4,3,3,3,0
MOT20-05,539,3,1695,13001695,2149,2152,4,4,4,4,0
MOT20-05,540,0,1696,13001696,1855,1855,1,1,1,1,0
MOT20-05,540,1,1697,13001697,1990,1998,9,4,4,4,0
MOT20-05,540,2,1698,13001698,2166,2169,4,2,2,1,1
MOT20-05,541,0,1699,13001699,1863,1863,1,1,1,1,0
MOT20-05,541,1,1700,13001700,1957,1957,1,1,1,0,1
